Time	Artist	Title	Album	Track MBID	Artist MBID	Album MBID
1214758368000	The Secret Handshake	Coastal Cities	One Full Year	290277ca-8087-45b8-ab03-ad3df0245966	432c7522-87c8-46e0-8c9e-6df1c6c09a24	2c2ef096-90dd-4830-a78f-d8c6c28c6aa9
1214760405000	MGMT	Kids	Oracular Spectacular	261b54ec-5552-4099-aa5b-035ceda6bca9	50e6288e-3db5-4253-ae51-5e8738ef2c31	44e1c283-8a80-44b8-91d3-7e72b69228bf
1214760708000	MGMT	4th Dimensional Transition	Oracular Spectacular	7e8d594b-e9fb-4b69-943f-2b68d704450d	50e6288e-3db5-4253-ae51-5e8738ef2c31	44e1c283-8a80-44b8-91d3-7e72b69228bf
1214760945000	MGMT	Pieces of What	Oracular Spectacular	b85e1d95-3f1a-4f90-bb05-491bb2356950	50e6288e-3db5-4253-ae51-5e8738ef2c31	44e1c283-8a80-44b8-91d3-7e72b69228bf
1214761109000	MGMT	Of Moons, Birds & Monsters	Oracular Spectacular	73b8a8a6-e205-4c03-bd3d-0c8c6314ab17	50e6288e-3db5-4253-ae51-5e8738ef2c31	44e1c283-8a80-44b8-91d3-7e72b69228bf
1214761395000	MGMT	The Handshake	Oracular Spectacular	19b5e04d-2e5a-4de3-90b6-22c6badc31b0	50e6288e-3db5-4253-ae51-5e8738ef2c31	44e1c283-8a80-44b8-91d3-7e72b69228bf
1214869698000	MGMT	Electric Feel	Oracular Spectacular	0b19c35d-c8f6-409b-a492-e5da9a7f94c7	50e6288e-3db5-4253-ae51-5e8738ef2c31	44e1c283-8a80-44b8-91d3-7e72b69228bf
1214870106000	Forever the Sickest Kids	Believe Me, I'm Lying	Underdog Alma Mater	190d1310-fd1f-424b-a4d1-e372bbad1b99	5c6f8874-cb53-4f4d-9168-cc2af8c7ecf9	a5e16bd6-0064-42b5-b3ef-40c0eb3aecf5
1214870292000	Rediscover	My Pretty Eyes	Call Me When You Get This	81ace7e6-a4d2-4a0d-a6da-273ff749c460	35050488-7f2d-4d37-85e5-0425088e47ba	3a845ad0-3345-42f4-8048-fcb8ba6a5386
1214870651000	We the Kings	Secret Valentine	We The Kings	2ad38695-625b-491a-be04-1ed50b971fad	6ec79457-b06b-4e3b-83f9-9b26fc7a99bc	f71927b9-bfa3-4e6b-8d3e-38d8712ecb20
1214870860000	All Time Low	Shameless	So Wrong, It's Right	417fd63b-e0e2-4d1f-9ce6-acc514f73728	62162215-b023-4f0e-84bd-1e9412d5b32c	b97c7de1-616c-40bf-a8d7-9ceb84ab8552
1214871083000	Owl City	Captains and Cruise Ships	Of June	336ee62f-c228-48b3-a6d9-4cef53f2906e	ad279295-653f-42e1-9aaa-b731df2e78ba	8b87ff08-cad5-4312-a025-1e67eff56b16
1214871292000	A Cursive Memory	Everything	Changes	53381d6e-7e77-4a00-bea4-39e0e2c32f03	2146ad6d-2b89-4364-adf7-6561522996cb	f3d81c61-05be-445c-aa5d-b395e1505790
1214871572000	Panic! at the Disco	Intermission	A Fever You Can't Sweat Out	29a6c5e0-561a-4661-b1b6-71b3173ebbde	b9472588-93f3-4922-a1a2-74082cdf9ce8	
1215042319000	Whole Wheat Bread	Symbol of Hope	Punk Life	3d7c739a-ee9a-413e-863f-2f8d02502b98	8e10a75d-8a6b-4595-b1ee-133a05467187	f33986a3-4880-40e3-9307-1c6f05d97e57
1215042483000	Owl City	Super Honeymoon	Maybe I'm Dreaming	219346d1-5978-4211-8795-94c124b4d12d	ad279295-653f-42e1-9aaa-b731df2e78ba	64475fb2-b69c-48bb-a436-95ee8d9a7b49
1215042686000	Valencia	Away We Go	This Could Be A Possibility	3a8ddc28-3453-44d4-a52f-678eb87d9570	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1215043154000	Paramore	Born for This (Live from London)			44cf61b8-5197-448a-b82b-cef6ee89fac5	
1215043414000	The Starting Line	Making Love To The Camera	Based On A True Story	f95b392f-5287-485b-a1c7-95198bf93e4a	9701356d-08d9-45ba-975d-977ab466e7be	170d2db8-e9b7-458a-addd-4fb89f36bc74
1215046387000	Flight of the Conchords	Leggy Blonde (feat. Rhys Darby)	Flight of the Conchords		1f574ab1-a46d-4586-9331-f0ded23e0411	d53f4284-8787-4c7b-9df2-3e038aa296c4
1215046514000	Four Year Strong	Abandon Ship or Abandon All Hope	Rise or Die Trying	733a995d-9ccc-491d-ab2d-e7a7bad655a6	c0a138e2-cef7-471b-8fbb-524e1076256a	61adb0bf-dc15-4f65-909c-7222b7953648
1215046728000	Saosin	You're Not Alone	Saosin		47b8b42a-96e8-46fa-9ea6-70c5136ae971	fe4f3c7d-c76e-4e06-87fb-e6f0ab34fe23
1215046890000	Taking Back Sunday	The Blue Channel	Tell All Your Friends	4712d2d1-6abe-4e66-8489-442ade7d2d88	350bce49-c21b-4137-b50a-0766ded07e4d	266fc77a-b919-49b6-a77a-e1c60825870d
1215047041000	Justice	Waters of Nazareth	Cross	27e69c28-a383-41d0-9fa1-b97cb745ce97	31a88d29-827e-4c67-ad46-e47fab0de3c1	
1215047348000	Holiday Parade	Never Enough	This Is My Year EP	6ced39f5-e766-499e-829d-7660eb0e74c5	0964ce63-5e4f-4d28-aa1b-aa9a44a8cab7	
1215047526000	Say Anything	Skinny, Mean Man	In Defense of the Genre	371ef843-12aa-469c-b02c-36e030c6b80f	ee90d1b3-a4e2-4d18-9092-111d856e7e7a	17d31a0a-09c2-47ec-81d6-dd9c7543e388
1215047740000	Taking Back Sunday	Number Five With A Bullet	Where You Want to Be	728e03be-d49c-4e68-8375-7f7e0b098c5d	350bce49-c21b-4137-b50a-0766ded07e4d	17f88c72-99db-495c-8fbd-37610350c785
1215047970000	Saosin	Collapse	Saosin	c96b3998-8fad-4555-969c-b15b9736c58f	47b8b42a-96e8-46fa-9ea6-70c5136ae971	fe4f3c7d-c76e-4e06-87fb-e6f0ab34fe23
1215048164000	Holiday Parade	Mixdown	Two Cheers For Tuesday	d7f984a2-50aa-44a3-9905-bea067b1eb8f	0964ce63-5e4f-4d28-aa1b-aa9a44a8cab7	5f853812-9fbd-4ded-a6ec-abec68d1a2f8
1215048405000	The Apples In Stereo	Man You Gotta Get Up	Electronic Projects For Musicians	51d61f8c-7a80-4a37-9654-f184e9417a6b	ea075268-e5ea-40f7-b9c3-68b039218a88	9a216926-57cb-45d2-bcd7-924fa24946d0
1215048909000	Forever the Sickest Kids	That For Me	Underdog Alma Mater	7e830212-19e6-4c8e-8540-c6e73596b613	5c6f8874-cb53-4f4d-9168-cc2af8c7ecf9	a5e16bd6-0064-42b5-b3ef-40c0eb3aecf5
1215049908000	The Rocket Summer	What We Hate, We Make	Calendar Days	0e105c93-b4df-4bf6-a7e0-be97cd681732	9fdd9163-9824-413e-91ad-d01e561b4078	51894150-c13c-49f3-a1b2-c10d74463e38
1215050182000	Valencia	The Closest I Am To Living Life On The Edge	This Could Be A Possibility	eab7b234-96e7-4705-a33d-02b862496536	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1215050407000	Fugazi	Epic Problem	The Argument	09db43d4-a934-4b39-b49f-d26f0485171f	233fc3f3-6de2-465c-985e-e721dbabbace	0e789eca-d5e5-469f-8648-9fe5c1ca68a9
1215050531000	The Morning Of	There's a Bully in the Park	The World As We Know It	1235af95-dd67-49f9-b075-b8a9b1198053	5d3bd348-be28-4eca-ae4f-8be742bbabdb	3f62eb4a-3990-4782-b526-da1c13b50be4
1215050751000	Paramore	When It Rains	RIOT!	f97608e2-facd-443e-be9d-461fd4d7a096	44cf61b8-5197-448a-b82b-cef6ee89fac5	9d8c4e7f-866c-4363-9406-0bb000316888
1215050982000	All Time Low	Break Out! Break Out!	Put Up or Shut Up	54600d8a-f9d1-4837-b40c-f92e50f5b02f	62162215-b023-4f0e-84bd-1e9412d5b32c	fd912396-6aa5-4b16-8551-a99a74fc6ea3
1215051167000	Justice	Genesis	Cross	65196e28-4251-4b92-810f-eceac3a0f453	31a88d29-827e-4c67-ad46-e47fab0de3c1	
1215051401000	Fugazi	Argument	The Argument	030e9a1b-4cde-4a0b-8935-2b1702108415	233fc3f3-6de2-465c-985e-e721dbabbace	0e789eca-d5e5-469f-8648-9fe5c1ca68a9
1215051669000	The Aggrolites	Love Isn't Love	The Aggrolites	52841a5b-afbe-4536-94ad-4919a5a398bc	ac241ded-3430-4f42-8451-f78667cc2f52	51e22728-2995-4258-998a-f1163f94b8fc
1215051899000	The Automatic	Recover	Not Accepted Anywhere	0257b425-3b66-4075-9400-2b61ed575321	89cdc35a-c053-45f3-a129-1bbdf84943b9	b206cd3f-db15-488f-b85f-a02fcebd0474
1215052107000	Saosin	You're Not Alone (Live)	Come Close	51506e40-a4c5-47a0-a6df-ccc8a01fcd23	47b8b42a-96e8-46fa-9ea6-70c5136ae971	b4371fd3-9b42-4348-a7f8-d716d0c720c0
1215052350000	Say Anything	Surgically Removing the Tracking Device	In Defense of the Genre	36bc6d7d-9324-40f2-87fa-2bc5cbfe738b	ee90d1b3-a4e2-4d18-9092-111d856e7e7a	17d31a0a-09c2-47ec-81d6-dd9c7543e388
1215052500000	MGMT	The Youth	Oracular Spectacular	21a40099-7897-4439-a959-56a192d4b28f	50e6288e-3db5-4253-ae51-5e8738ef2c31	44e1c283-8a80-44b8-91d3-7e72b69228bf
1215052762000	The White Stripes	Little Cream Soda	Icky Thump	d2aa3000-8e15-4f78-b7cf-4d7167a2286d	11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5	251d1555-4a61-4db2-ab47-8e073439b34a
1215052960000	The Early November	Money In His Hand	The Mother, The Mechanic, And The Path	0218f75e-cdfd-45eb-a416-34d84be32f8a	8448783d-a68c-490f-b5c5-4a6364ef5537	6efd1ca3-b7c4-4355-bf1d-77ed984fbc7e
1215058609000	Cartel	Burn This City	Chroma	3418b910-7887-46c0-ba33-939217c68425	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1215058868000	Cartel	Q	Chroma	2d9fd825-dc4a-4027-98d2-e73610f500fa	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1215059024000	Say Anything	No Soul	In Defense of the Genre	301dda88-fc72-4146-b2a6-e9d11fc3d5a6	ee90d1b3-a4e2-4d18-9092-111d856e7e7a	17d31a0a-09c2-47ec-81d6-dd9c7543e388
1215059240000	This Day & Age	Seven-Eighty	Always Leave the Ground	c0a75f14-feda-477a-8107-98db388727ef	10ca997f-12e3-4075-9b8e-a0a78c0671de	
1215059574000	Vampire Weekend	A-Punk	Vampire Weekend	abd613e9-ae57-4bd5-ae6c-33b336f4cfcf	af37c51c-0790-4a29-b995-456f98a6b8c9	29436531-8e43-4e5e-9d36-037e775e2883
1215059771000	Saosin	Bury Your Head	Saosin	0f569b02-7294-4c25-9372-09eebb7d3ed9	47b8b42a-96e8-46fa-9ea6-70c5136ae971	fe4f3c7d-c76e-4e06-87fb-e6f0ab34fe23
1215062158000	All Time Low	Come One, Come All	So Wrong, It's Right	78186e6e-a1cc-4f23-9bcb-b7a623de7d6a	62162215-b023-4f0e-84bd-1e9412d5b32c	b97c7de1-616c-40bf-a8d7-9ceb84ab8552
1215062398000	The Spill Canvas	Connect The Dots	No Really, I'm Fine	c7cadb8c-2b4b-4f88-98c6-71275c87da39	98091205-c85e-49b0-954b-d84dab308138	e1deea03-7c2c-4837-a65d-2cc6eb89fae2
1215099904000	Justice	Phantom Pt. II	Cross		31a88d29-827e-4c67-ad46-e47fab0de3c1	
1215100103000	Taking Back Sunday	Timberwolves At New Jersey	Tell All Your Friends	197d239c-f3be-4452-8299-51e5486a9e86	350bce49-c21b-4137-b50a-0766ded07e4d	266fc77a-b919-49b6-a77a-e1c60825870d
1215100341000	Flight of the Conchords	Business Time	Flight of the Conchords	09ac7435-fd8b-4c07-a606-4a7ac3416b8a	1f574ab1-a46d-4586-9331-f0ded23e0411	d53f4284-8787-4c7b-9df2-3e038aa296c4
1215100650000	The Aggrolites	Thunder Fist	The Aggrolites	f44da2df-ec98-45ed-aeae-f948627dfe97	ac241ded-3430-4f42-8451-f78667cc2f52	51e22728-2995-4258-998a-f1163f94b8fc
1215100824000	The Apples In Stereo	Onto Something	Electronic Projects For Musicians	3a278207-331f-4ec2-8a6d-8288336701e0	ea075268-e5ea-40f7-b9c3-68b039218a88	9a216926-57cb-45d2-bcd7-924fa24946d0
1215101013000	Saves the Day	Bones	Sound The Alarm	38168719-da93-4e75-b783-69f653e65161	593f8594-83ad-4df4-a9b8-e4d225f55440	1615eb2b-4320-4263-bd0b-20f58b199dc5
1215101219000	The Sleeping	The Big Breakdown-Day 3 (The Escape)	Questions and Answers		c2249c10-1485-4114-a840-da1dfd4a90f1	bddbea15-9e04-456d-bf59-dcd8e6c33c40
1215101499000	The Secret Handshake	You Know	Never Come Down	1776adb8-278b-4107-b8e7-6025c457debe	432c7522-87c8-46e0-8c9e-6df1c6c09a24	
1215101622000	Vampire Weekend	One (Blake's Got a New Face)	Vampire Weekend	0f32638f-941d-4928-ad1d-a29c5b3d01e2	af37c51c-0790-4a29-b995-456f98a6b8c9	29436531-8e43-4e5e-9d36-037e775e2883
1215101815000	Cartel	A	Chroma	335a1eb7-5ac5-4394-8646-8357e0b0046e	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1215103259000	Metro Station	Wish We Were Older	Metro Station	44463a0a-5fd3-470b-85ee-7471bbb93786	ab7ebf8c-059f-4071-93b1-dd3ae80d60b2	7e12a9c9-7397-4cfd-a515-5fa0fb0bc7d5
1215103477000	The Matches	Drive	Decomposer	dd6546e4-4cea-4674-817f-3be984a28b7c	0fc0b0e8-9e40-432d-973e-a184b7be01e1	29898ab5-9402-4b01-9b7c-8cb8ebe4d0d3
1215103683000	The Academy Is...	The Phrase That Pays	Almost Here	4e0f5db4-fffc-4c3a-9189-0195e9f49c51	eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac	fb22dc88-9b7e-4ad6-98d5-56c5b4386254
1215103880000	Crash Romeo	From The Bottom Of This Bottle	Minutes To Miles	2dabac38-1139-4544-9857-e267c9c6db38	2e8a8501-5c18-436e-ac55-e03955c3f63d	02e47435-736c-402e-8de7-0752d8bb05d1
1215104136000	Four Year Strong	Men Are from Mars, Women Are from Hell	Rise or Die Trying	4a62e6a2-07e0-4185-8f0c-a4470785bb0d	c0a138e2-cef7-471b-8fbb-524e1076256a	61adb0bf-dc15-4f65-909c-7222b7953648
1215104678000	Whole Wheat Bread	Grass	Punk Life	20d4603a-4bbf-40ed-af91-89ed05ed6698	8e10a75d-8a6b-4595-b1ee-133a05467187	f33986a3-4880-40e3-9307-1c6f05d97e57
1215105144000	The Morning Of	Smooth Sailing	The World As We Know It	39838758-347c-4b30-8998-e7cf5e8a0df1	5d3bd348-be28-4eca-ae4f-8be742bbabdb	3f62eb4a-3990-4782-b526-da1c13b50be4
1215107162000	Cartel	Luckie St.	Chroma	02dfe56a-70ab-4d26-86fa-4a702f09a206	0189c612-39a5-485d-8fc2-eca025b73861	e4bfed3c-4f49-41af-946d-30e59d2730a5
1215107374000	Saosin	It's Far Better To Learn (Live)	Come Close	f5c1557f-d4de-4bb1-af5c-5bc1dc7677ce	47b8b42a-96e8-46fa-9ea6-70c5136ae971	b4371fd3-9b42-4348-a7f8-d716d0c720c0
1215108200000	The Rocket Summer	Waiting	Do You Feel	3d815750-85d3-4d48-8436-0ded0496252a	9fdd9163-9824-413e-91ad-d01e561b4078	a03785f1-c4e6-4920-9bf1-34c449e50876
1215108410000	The Academy Is...	Classifieds	Almost Here	5d388a89-67c0-4b3c-b90b-abf770c89c2c	eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac	fb22dc88-9b7e-4ad6-98d5-56c5b4386254
1215109042000	The Apples In Stereo	Energy	New Magnetic Wonder	8f6a4454-28fd-42c7-8e7e-7f1dc3e77884	ea075268-e5ea-40f7-b9c3-68b039218a88	53337583-36c8-4081-b77f-27b1ced6a3bb
1215118225000	AFI	Miss Murder	Decemberunderground	0cef31be-e95d-4a7a-9225-6b3e376c235b	1c3919b2-43ca-4a4a-935d-9d50135ec0ef	1f315994-b360-46c8-9241-303c49ff4741
1215118433000	All Time Low	Break Out! Break Out!	Put Up or Shut Up	54600d8a-f9d1-4837-b40c-f92e50f5b02f	62162215-b023-4f0e-84bd-1e9412d5b32c	fd912396-6aa5-4b16-8551-a99a74fc6ea3
1215118623000	All Time Low	Coffee Shop Soundtrack	Put Up or Shut Up	04ce0e3d-2c96-46e0-b057-58507d1e2b74	62162215-b023-4f0e-84bd-1e9412d5b32c	fd912396-6aa5-4b16-8551-a99a74fc6ea3
1215126859000	Taking Back Sunday	Timberwolves At New Jersey	Tell All Your Friends	197d239c-f3be-4452-8299-51e5486a9e86	350bce49-c21b-4137-b50a-0766ded07e4d	266fc77a-b919-49b6-a77a-e1c60825870d
1215127027000	The Matches	Wake The Sun	A Band In Hope	09b19db6-1ef9-48c8-b71e-dcdfdb31e2fe	0fc0b0e8-9e40-432d-973e-a184b7be01e1	50a2c036-cdc0-41bd-925b-19763c50ac55
1215129227000	The Morning Of	Let Your Spirit Soar	The World As We Know It	ecccbfcc-a79c-4cea-811e-5bc3e1207c68	5d3bd348-be28-4eca-ae4f-8be742bbabdb	3f62eb4a-3990-4782-b526-da1c13b50be4
1215129432000	Wolfmother	Witchcraft	Wolfmother	64718bd8-6627-4534-bdb4-51a3917ad184	f0c8f75f-8736-4b1d-b312-9349fcff321d	246dfd52-4e1e-4d9a-bafc-4e4e9fcede12
1215129697000	Four Year Strong	Bada Bing! Wit' a Pipe!	Rise or Die Trying		c0a138e2-cef7-471b-8fbb-524e1076256a	61adb0bf-dc15-4f65-909c-7222b7953648
1215129844000	Saosin	Voices (Live)	Come Close	df8aaee4-fd7f-4ee0-9c1c-b0a016eba2ea	47b8b42a-96e8-46fa-9ea6-70c5136ae971	b4371fd3-9b42-4348-a7f8-d716d0c720c0
1215129999000	Wolfmother	Dimension	Wolfmother	1db82a9a-c10f-4ac6-b7e1-d9e3824ce36d	f0c8f75f-8736-4b1d-b312-9349fcff321d	246dfd52-4e1e-4d9a-bafc-4e4e9fcede12
1215131132000	Flight of the Conchords	Hiphopopotamus vs. Rhymenocerous (feat. Rhymenocerous and the Hiphopopotamus)	Flight of the Conchords		1f574ab1-a46d-4586-9331-f0ded23e0411	d53f4284-8787-4c7b-9df2-3e038aa296c4
1215131261000	The Spill Canvas	Appreciation And The Bomb	No Really, I'm Fine	2e7a8a8e-e9d9-4def-a2ac-523c70bc547a	98091205-c85e-49b0-954b-d84dab308138	e1deea03-7c2c-4837-a65d-2cc6eb89fae2
1215131513000	Vampire Weekend	M79	Vampire Weekend	0db4bea2-bf1f-416e-86d4-4a06546b1db2	af37c51c-0790-4a29-b995-456f98a6b8c9	29436531-8e43-4e5e-9d36-037e775e2883
1215131768000	Metro Station	Kelsey	Metro Station	280c135d-aea5-4a03-8e80-59b2744d011b	ab7ebf8c-059f-4071-93b1-dd3ae80d60b2	7e12a9c9-7397-4cfd-a515-5fa0fb0bc7d5
1215133931000	MGMT	Weekend Wars	Oracular Spectacular	503e93d0-262d-44f3-943b-a327f1e782b0	50e6288e-3db5-4253-ae51-5e8738ef2c31	44e1c283-8a80-44b8-91d3-7e72b69228bf
1215134169000	The Matches	Shoot Me In the Smile	Decomposer	183d9be1-fef5-4972-8d1d-5f932f3d4721	0fc0b0e8-9e40-432d-973e-a184b7be01e1	29898ab5-9402-4b01-9b7c-8cb8ebe4d0d3
1215134532000	Taking Back Sunday	This Photograph is Proof (I Kn			350bce49-c21b-4137-b50a-0766ded07e4d	
1215139687000	The Starting Line	Way With Words	Direction	9d6ab550-06c6-4732-a88c-3d24b942133d	9701356d-08d9-45ba-975d-977ab466e7be	ece9c44a-274a-44c1-92f0-2962ed4810a1
1215139910000	Crash Romeo	Dial 'M' For Murder	Minutes To Miles	71dc29d4-4a06-404f-9612-85440b3427a9	2e8a8501-5c18-436e-ac55-e03955c3f63d	02e47435-736c-402e-8de7-0752d8bb05d1
1215140082000	Justice	TTHHEE PPAARRTTYY	Cross	5fceaba7-ad51-4eb4-9718-4b6940e27bfb	31a88d29-827e-4c67-ad46-e47fab0de3c1	
1215140486000	Mindless Self Indulgence	Lights Out	If	03fb0988-172b-4e38-a06e-7e40a4872467	44f42386-a733-4b51-8298-fe5c807d03aa	ddb16140-1749-4fc0-a58c-12e972d877fb
1215140671000	All Time Low	The Beach	So Wrong, It's Right	32abb194-9d9b-46e4-9d70-83e0f5d0ed0f	62162215-b023-4f0e-84bd-1e9412d5b32c	b97c7de1-616c-40bf-a8d7-9ceb84ab8552
1215140852000	Paramore	Born for This	RIOT!	1c9db4eb-a855-45c1-ae3e-59f35bd6b90f	44cf61b8-5197-448a-b82b-cef6ee89fac5	9d8c4e7f-866c-4363-9406-0bb000316888
1215141234000	Mindless Self Indulgence	Mastermind	If	128c1a6c-a00b-4f7e-a028-7486068fb56d	44f42386-a733-4b51-8298-fe5c807d03aa	ddb16140-1749-4fc0-a58c-12e972d877fb
1215141414000	The Rocket Summer	Treasures	Hello Good Friend	12db0deb-3a7f-47ee-a565-7f68da6a4472	9fdd9163-9824-413e-91ad-d01e561b4078	
1215141543000	The Rocket Summer	Cross My Heart	Calendar Days	eac00dc3-e951-4e98-96e6-37bc20c4a7b3	9fdd9163-9824-413e-91ad-d01e561b4078	51894150-c13c-49f3-a1b2-c10d74463e38
1215141885000	Justice	DVNO	Cross	8e7cfa8f-e92c-4366-95c9-07a51defab29	31a88d29-827e-4c67-ad46-e47fab0de3c1	
1215142251000	MGMT	Of Moons, Birds & Monsters	Oracular Spectacular	73b8a8a6-e205-4c03-bd3d-0c8c6314ab17	50e6288e-3db5-4253-ae51-5e8738ef2c31	44e1c283-8a80-44b8-91d3-7e72b69228bf
1215142537000	The Rocket Summer	Taken Aback	Do You Feel	b94964b1-c3a2-48ab-9cc7-d508b1e9d319	9fdd9163-9824-413e-91ad-d01e561b4078	a03785f1-c4e6-4920-9bf1-34c449e50876
1215142761000	The Killers	On Top	Hot Fuss	29eb0099-0075-407e-a4a1-9a00f6ced9f1	24b4aee8-32ed-4163-98f7-55bae67411ae	83a8aa2f-7a27-4a7e-9e40-06deca542bb7
1215143025000	The Killers	The Ballad of Michael Valentine	Sawdust	55693bfc-b868-4e7e-96a9-010e9cc1bcb8	24b4aee8-32ed-4163-98f7-55bae67411ae	1248c1fa-741f-4e61-8c8d-57fdd046c018
1215143255000	Vampire Weekend	The Kids Don't Stand a Chance	Vampire Weekend	02876cab-616f-4be0-be1b-aff583db982d	af37c51c-0790-4a29-b995-456f98a6b8c9	29436531-8e43-4e5e-9d36-037e775e2883
1215143498000	Scary Kids Scaring Kids	Free Again	Scary Kids Scaring Kids	7990e7e0-219f-4d28-bab5-0e38d95b7978	90cda7b7-9112-4ec7-9d6f-3f4675ef5130	1ea46d2e-a7a3-4199-8f71-9897b4ef06e5
1215143727000	Mindless Self Indulgence	Mark David Chapman	If	174c6035-8910-482c-8780-aaa8b66b1521	44f42386-a733-4b51-8298-fe5c807d03aa	ddb16140-1749-4fc0-a58c-12e972d877fb
1215143921000	Flight of the Conchords	A Kiss Is Not A Contract	Flight of the Conchords	1f91b371-db68-42d7-be8f-22c2fb18eaba	1f574ab1-a46d-4586-9331-f0ded23e0411	d53f4284-8787-4c7b-9df2-3e038aa296c4
1215144035000	The Matches	My Soft & Deep	Decomposer		0fc0b0e8-9e40-432d-973e-a184b7be01e1	29898ab5-9402-4b01-9b7c-8cb8ebe4d0d3
1215144251000	Taking Back Sunday	Twenty-Twenty Surgery	Louder Now	10d610b8-c5fd-4157-ab98-d402648c3b4c	350bce49-c21b-4137-b50a-0766ded07e4d	d2cea175-f231-4f03-8743-d3879d82ffae
1215144486000	Say Anything	Vexed	In Defense of the Genre	999257c7-5434-4534-a298-e352060fe3cf	ee90d1b3-a4e2-4d18-9092-111d856e7e7a	17d31a0a-09c2-47ec-81d6-dd9c7543e388
1215144636000	The Matches	Papercut Skin	Decomposer	4db4a936-e375-4398-80bc-50c8a919fb07	0fc0b0e8-9e40-432d-973e-a184b7be01e1	29898ab5-9402-4b01-9b7c-8cb8ebe4d0d3
1215144842000	Mindless Self Indulgence	Animal	If	8b91877f-7de9-4c0b-8a39-29d8fbd26337	44f42386-a733-4b51-8298-fe5c807d03aa	ddb16140-1749-4fc0-a58c-12e972d877fb
1215145006000	Paramore	Misery Business	RIOT!	09e8ad00-998c-4a2f-a6b2-5550fde23f08	44cf61b8-5197-448a-b82b-cef6ee89fac5	9d8c4e7f-866c-4363-9406-0bb000316888
1215145218000	The Killers	Under the Gun	Sawdust	d6d264a8-07b0-4d53-829e-b4aa6d89d4d1	24b4aee8-32ed-4163-98f7-55bae67411ae	1248c1fa-741f-4e61-8c8d-57fdd046c018
1215145371000	Scary Kids Scaring Kids	A Pistol To My Temple	Scary Kids Scaring Kids	bea2b6a9-3eb7-4ea9-864a-712891f68096	90cda7b7-9112-4ec7-9d6f-3f4675ef5130	1ea46d2e-a7a3-4199-8f71-9897b4ef06e5
1215145606000	Say Anything	I Used to Have a Heart	In Defense of the Genre	89ea6283-1e0f-4219-abab-1e8d74bb5bff	ee90d1b3-a4e2-4d18-9092-111d856e7e7a	17d31a0a-09c2-47ec-81d6-dd9c7543e388
1215145863000	The Starting Line	Hurry	Direction	b6ef8b59-640b-45ce-86aa-3a678ecac1c6	9701356d-08d9-45ba-975d-977ab466e7be	ece9c44a-274a-44c1-92f0-2962ed4810a1
1215146041000	MGMT	Kids	Oracular Spectacular	261b54ec-5552-4099-aa5b-035ceda6bca9	50e6288e-3db5-4253-ae51-5e8738ef2c31	44e1c283-8a80-44b8-91d3-7e72b69228bf
1215146400000	Cute Is What We Aim For	Newport Living	The Same Old Blood Rush With A New Touch	0f5aab95-4b84-49ab-8d46-beff76e7c0c3	40a5a225-3279-4d48-bca2-6059ed11b4fc	acfae872-5373-4e62-bb22-7d192018ede1
1215146608000	The Automatic	By My Side	Not Accepted Anywhere	41a95a47-f300-4d24-a444-2c3956a631a9	89cdc35a-c053-45f3-a129-1bbdf84943b9	b206cd3f-db15-488f-b85f-a02fcebd0474
1215146834000	The Apples In Stereo	Crimson	New Magnetic Wonder	3dd6d891-ad64-4d9d-89ac-5d2405f77b9b	ea075268-e5ea-40f7-b9c3-68b039218a88	53337583-36c8-4081-b77f-27b1ced6a3bb
1215184956000	All Time Low	Six Feet Under the Stars	So Wrong, It's Right	10296244-4b61-4d0d-9210-f1aef6c57147	62162215-b023-4f0e-84bd-1e9412d5b32c	b97c7de1-616c-40bf-a8d7-9ceb84ab8552
1215185171000	Justice	Genesis	Cross	65196e28-4251-4b92-810f-eceac3a0f453	31a88d29-827e-4c67-ad46-e47fab0de3c1	
1215185501000	Saosin	It's Far Better To Learn (Live)	Come Close	f5c1557f-d4de-4bb1-af5c-5bc1dc7677ce	47b8b42a-96e8-46fa-9ea6-70c5136ae971	b4371fd3-9b42-4348-a7f8-d716d0c720c0
1215188460000	The Secret Handshake	What If I Wrote A Song	Never Come Down	0ee6f90c-b684-4f97-924f-37ead881c154	432c7522-87c8-46e0-8c9e-6df1c6c09a24	
1215188615000	AFI	Kiss and Control	Decemberunderground	76e8ca29-1f70-4ebb-ace6-588119460f47	1c3919b2-43ca-4a4a-935d-9d50135ec0ef	1f315994-b360-46c8-9241-303c49ff4741
1215188874000	The Starting Line	I Could Be Wrong	Direction	ea18dfd7-b9c4-4de3-b9cb-b3d5f2436a05	9701356d-08d9-45ba-975d-977ab466e7be	ece9c44a-274a-44c1-92f0-2962ed4810a1
